route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
801,RJUN25-801-1_Weekday-15,62654592,,1,163,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654593,,1,162,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654594,,1,106,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654595,,1,107,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654596,,1,109,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654597,,1,156,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654598,,1,157,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654599,,1,108,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654600,,1,110,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654601,,1,155,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654602,,1,169,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654603,,1,101,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654604,,1,170,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654605,,1,102,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654606,,1,103,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654607,,1,107,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654608,,1,152,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654609,,1,160,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654610,,1,162,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654611,,1,164,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654612,,1,102,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654613,,0,105,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654614,,1,162,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654615,,0,111,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654616,,1,115,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654617,,1,116,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654618,,0,106,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654619,,1,161,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654620,,0,110,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654621,,1,151,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654622,,0,167,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654623,,1,154,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654624,,0,102,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654625,,1,109,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654626,,1,155,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654627,,0,155,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654628,,0,156,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654629,,1,163,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654630,,1,161,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654631,,1,151,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654632,,0,112,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654633,,0,160,801NB_RC_221121
